"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00421308","CEDAR POINT, UT US","37.7158","-109.0827","2060.4","2009",,,,,"        15","0",,,,,"14.0"," ,0,1208, ","1.11"," ,0,1208, ",,,,,"9.44"," ,0","56.1"," ,0",,,,,,
"USC00420336","ARCHES NATIONAL PARK HQS, UT US","38.6163","-109.6191","1247.5","2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USR0000FTOP","FLATTOP MOUNTAIN CLEVELAND 1, UT US","39.3375","-110.6","1865.4","2009","999",,,,,,"3","U,1210, ",,,,,,,"101","U,0723, ","5344","7",,,,,"52.0","U","63.3","U","40.7","U"
"USC00424135","HUNTSVILLE MONASTERY, UT US","41.2402","-111.713","1566.7","2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00428978","UTAH TEST RANGE, UT US","41.0498","-112.9367","1353.3","2009",,,,,"         6","0",,,,,"5.5"," ,0,1213, ","1.00"," ,0,0602, ",,,,,"11.13"," ,0","17.5"," ,0",,,,,,
"USC00423600","HANS FLAT RANGER STATION, UT US","38.25495","-110.17991","2011.7","2009","782",,"       73",,"         9","0","6","0,1209,+","7"," ,0,1231,+","5.7"," ,0,1208, ","0.75"," ,0,0524, ","94","0,0719, ","5658","6","6.45"," ,0","29.3"," ,0","50.4","0","59.4","0","41.3","0"
"USC00427408","ROSETTE, UT US","41.8187","-113.4134","1732.8","2009",,,,,,,,,,,,,"0.80"," ,0,0610, ","93","0,0823,+",,,"13.02"," ,0",,,,,"58.5","0",,
"USC00422996","FORT DUCHESNE, UT US","40.2841","-109.8611","1539.8","2009",,,,,,,,,,,,,,,,,,,"4.21"," ,0","12.1"," , ",,,,,,
"USS0011J70S","CASCADE MOUNTAIN, UT US","40.28","-111.61","2369.5","2009","118",,"      198",,,,"-1","T,1208, ","78"," ,T,0415, ",,,"2.50"," ,T,1213, ","85","T,0718, ","7369","1","41.67"," ,T",,,"44.2","T","51.8","T","36.5","T"
"USS0012M23S","MIDWAY VALLEY, UT US","37.57","-112.84","2987.0","2009","0",,"      205",,,,"-13","T,0104, ","91"," ,T,0216, ",,,"2.00"," ,T,1207, ","77","T,0821, ","9515","4","30.24"," ,T",,,"38.4","T","49.4","T","27.4","T"
